Departamento de Bella Vista, 3638, W, 11, AR, -28.50000000, -58.83333000, 2019-10-05 23:58:14, 2019-10-05 23:58:14, 1, Q792464
Departamento de Bermejo, 3640, H, 11, AR, -27.00000000, -58.66667000, 2019-10-05 23:58:14, 2019-10-05 23:58:14, 1, Q792464
Departamento de Berón de Astrada, 3638, W, 11, AR, -27.50000000, -57.66667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q573042
Departamento de Biedma, 3651, U, 11, AR, -42.41667000, -65.00000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q573042
Departamento de Burruyacú, 3637, T, 11, AR, -26.50000000, -64.91667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q573042
Departamento de Cainguás, 3644, N, 11, AR, -27.16667000, -54.83333000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q573042
Departamento de Calamuchita, 3642, X, 11, AR, -32.25000000, -64.58333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q665082
Departamento de Caleu-Caleu, 3655, L, 11, AR, -38.58333000, -64.00000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190307
Departamento de Calingasta, 3634, J, 11, AR, -31.50000000, -69.75000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190309
Departamento de Candelaria, 3644, N, 11, AR, -27.50000000, -55.50000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q55379
Departamento de Capayán, 3647, K, 11, AR, -28.83333000, -66.00000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q858107
Departamento de Capital, 3638, W, 11, AR, -27.50000000, -58.75000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q858107
Departamento de Capital, 3644, N, 11, AR, -27.50000000, -55.83333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q858107
Departamento de Capital, 3647, K, 11, AR, -28.41667000, -65.80000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q858182
Departamento de Capital, 3646, M, 11, AR, -32.88469000, -68.85826000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190324
Departamento de Capital, 3634, J, 11, AR, -31.53333000, -68.53333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190333
Departamento de Capital, 3637, T, 11, AR, -26.82825000, -65.21126000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190337
Departamento de Caseros, 3641, S, 11, AR, -33.25000000, -61.66667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190342
Departamento de Castellanos, 3641, S, 11, AR, -31.16667000, -61.66667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1125823
Departamento de Catán-Lil, 3648, Q, 11, AR, -39.50000000, -70.33333000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q1190347
Departamento de Caucete, 3634, J, 11, AR, -31.45000000, -67.66667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190349
Departamento de Cerrillos, 3643, A, 11, AR, -25.00000000, -65.41667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q665915
Departamento de Chicoana, 3643, A, 11, AR, -25.11583000, -65.59466000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q547590
Departamento de Chimbas, 3634, J, 11, AR, -31.48738000, -68.52691000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190374
Departamento de Chos-Malal, 3648, Q, 11, AR, -36.91667000, -70.16667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190374
Departamento de Choya, 3635, G, 11, AR, -28.75000000, -64.75000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190374
Departamento de Cochinoca, 3645, Y, 11, AR, -23.00000000, -65.83333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q609628
Departamento de Collón-Curá, 3648, Q, 11, AR, -40.08333000, -70.16667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q1190400
Departamento de Colón, 3642, X, 11, AR, -31.16667000, -64.16667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q868409
Departamento de Comandante Fernández, 3640, H, 11, AR, -26.83333000, -60.50000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q868409
Departamento de Concepción, 3638, W, 11, AR, -28.33333000, -58.00000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q868674
Departamento de Concepción de la Sierra, 3644, N, 11, AR, -27.83333000, -55.41667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q868674
Departamento de Confluencia, 3648, Q, 11, AR, -38.83333000, -68.83333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q960802
Departamento de Constitución, 3641, S, 11, AR, -33.50000000, -60.91667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q1190426
Departamento de Cruz Alta, 3637, T, 11, AR, -26.91667000, -64.91667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q1190426
Departamento de Cruz del Eje, 3642, X, 11, AR, -30.75000000, -65.00000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q635957
Departamento de Curuzú Cuatiá, 3638, W, 11, AR, -29.50000000, -58.50000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q899638
Departamento de Cushamen, 3651, U, 11, AR, -42.50000000, -70.83333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de Deseado, 3649, Z, 11, AR, -47.33333000, -67.83333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de Doce de Octubre, 3640, H, 11, AR, -27.41667000, -61.33333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de Dos de Abril, 3640, H, 11, AR, -27.60932000, -61.34473000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de El Alto, 3647, K, 11, AR, -28.41667000, -65.41667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de Eldorado, 3644, N, 11, AR, -26.25000000, -54.41667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q899638
Departamento de Empedrado, 3638, W, 11, AR, -27.83333000, -58.66667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q583893
Departamento de Escalante, 3651, U, 11, AR, -45.33333000, -67.33333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q583893
Departamento de Esquina, 3638, W, 11, AR, -30.00000000, -59.33333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q991357
Departamento de Famaillá, 3637, T, 11, AR, -26.91667000, -65.50000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q991357
Departamento de Florentino Ameghino, 3651, U, 11, AR, -44.41667000, -66.16667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q991357
Departamento de Fray Mamerto Esquiú, 3647, K, 11, AR, -28.30000000, -65.75000000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q775145
Departamento de Futaleufú, 3651, U, 11, AR, -43.08333000, -71.41667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q775145
Departamento de Gaimán, 3651, U, 11, AR, -43.33333000, -66.33333000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q775145
Departamento de Gastre, 3651, U, 11, AR, -42.83333000, -68.66667000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q775145
Departamento de General Alvear, 3638, W, 11, AR, -28.83333000, -56.50000000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q691062
Departamento de General Alvear, 3646, M, 11, AR, -35.16667000, -67.33333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q691062
Departamento de General Donovan, 3640, H, 11, AR, -27.16667000, -59.33333000, 2019-10-05 23:58:15, 2019-10-05 23:58:15, 1, Q922325
Departamento de General Güemes, 3643, A, 11, AR, -24.79464000, -64.94393000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q922325
Departamento de General Güemes, 3640, H, 11, AR, -25.16667000, -61.41667000, 2019-10-05 23:58:15, 2020-05-01 18:52:33, 1, Q922325
Departamento de General Lamadrid, 3653, F, 11, AR, -28.83333000, -68.66667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q922325
Departamento de General Manuel Belgrano, 3644, N, 11, AR, -26.16667000, -53.91667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q922325
Departamento de General Paz, 3638, W, 11, AR, -27.75000000, -57.83333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q368679
Departamento de General Roca, 3642, X, 11, AR, -34.66667000, -64.25000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q368679
Departamento de General San Martín, 3642, X, 11, AR, -32.50000000, -63.33333000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q368679
Departamento de Godoy Cruz, 3646, M, 11, AR, -32.93333000, -68.86667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190576
Departamento de Goya, 3638, W, 11, AR, -29.50000000, -59.50000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q372623
Departamento de Graneros, 3637, T, 11, AR, -27.75000000, -65.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q372700
Departamento de Guachipas, 3643, A, 11, AR, -25.66667000, -65.50000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190588
Departamento de Gualeguaychú, 3654, E, 11, AR, -33.25000000, -59.00000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q1028486
Departamento de Guaraní, 3644, N, 11, AR, -27.16667000, -54.16667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q1028486
Departamento de Guasayán, 3635, G, 11, AR, -28.00000000, -64.83333000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q587984
Departamento de Guaymallén, 3646, M, 11, AR, -32.88333000, -68.70000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q512660
Departamento de Güer Aike, 3649, Z, 11, AR, -51.33333000, -70.33333000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q512660
Departamento de Iglesia, 3634, J, 11, AR, -29.33333000, -69.58333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q974455
Departamento de Iguazú, 3644, N, 11, AR, -25.86667000, -54.36667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q974455
Departamento de Independencia, 3640, H, 11, AR, -26.66667000, -60.66667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q731983
Departamento de Independencia, 3653, F, 11, AR, -30.16667000, -67.41667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q731983
Departamento de Iruya, 3643, A, 11, AR, -22.80000000, -64.91667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190632
Departamento de Itatí, 3638, W, 11, AR, -27.33333000, -58.00000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q774170
Departamento de Ituzaingó, 3638, W, 11, AR, -27.90085000, -56.86604000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q511702
Departamento de Juárez Celman, 3642, X, 11, AR, -33.33333000, -63.66667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q511702
Departamento de Jáchal, 3634, J, 11, AR, -30.50000000, -68.50000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q1190671
Departamento de La Capital, 3641, S, 11, AR, -31.50000000, -60.66667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q858183
Departamento de La Cocha, 3637, T, 11, AR, -27.77784000, -65.57109000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q858183
Departamento de La Paz, 3647, K, 11, AR, -29.25000000, -65.25000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1127089
Departamento de La Paz, 3646, M, 11, AR, -33.66667000, -67.25000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q584369
Departamento de La Poma, 3643, A, 11, AR, -24.16667000, -66.16667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q584369
Departamento de La Viña, 3643, A, 11, AR, -25.50000000, -65.66667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q584369
Departamento de Lago Argentino, 3649, Z, 11, AR, -49.75000000, -72.00000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190713
Departamento de Languiñeo, 3651, U, 11, AR, -43.33333000, -70.66667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q372333
Departamento de Las Heras, 3646, M, 11, AR, -32.50000000, -69.50000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190729
Departamento de Lavalle, 3638, W, 11, AR, -29.00000000, -58.91667000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q764565
Departamento de Lavalle, 3646, M, 11, AR, -32.50000000, -68.00000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q426743
Departamento de Leandro N. Alem, 3644, N, 11, AR, -27.56667000, -55.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q426743
Departamento de Libertad, 3640, H, 11, AR, -27.33333000, -59.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q279489
Departamento de Libertador General San Martín, 3644, N, 11, AR, -26.91667000, -54.91667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q279489
Departamento de Loreto, 3635, G, 11, AR, -28.55000000, -64.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q279489
Departamento de Los Andes, 3643, A, 11, AR, -24.50000000, -67.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q514500
Departamento de Luján, 3646, M, 11, AR, -33.00000000, -69.33333000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q972194
Departamento de Lules, 3637, T, 11, AR, -26.92886000, -65.33848000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q597806
Departamento de Lácar, 3648, Q, 11, AR, -40.25000000, -71.20000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q546774
Departamento de Magallanes, 3649, Z, 11, AR, -48.75000000, -68.50000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190783
Departamento de Maipú, 3646, M, 11, AR, -33.00000000, -68.58333000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q588032
Departamento de Maipú, 3640, H, 11, AR, -26.33333000, -60.41667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q588032
Departamento de Malargüe, 3646, M, 11, AR, -36.25000000, -69.25000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q588032
Departamento de Marcos Juárez, 3642, X, 11, AR, -33.00000000, -62.25000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q784895
Departamento de Mburucuyá, 3638, W, 11, AR, -28.00000000, -58.25000000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q921040
Departamento de Mercedes, 3638, W, 11, AR, -29.00000000, -57.83333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1088713
Departamento de Metán, 3643, A, 11, AR, -25.50000000, -64.66667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q1190811
Departamento de Minas, 3642, X, 11, AR, -31.00000000, -65.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q591241
Departamento de Minas, 3648, Q, 11, AR, -36.83333000, -70.83333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q591241
Departamento de Monte Caseros, 3638, W, 11, AR, -30.25000000, -57.83333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q584331
Departamento de Montecarlo, 3644, N, 11, AR, -26.71667000, -54.58333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190847
Departamento de Monteros, 3637, T, 11, AR, -27.16667000, -65.58333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190848
Departamento de Moreno, 3635, G, 11, AR, -27.33333000, -62.50000000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q1190857
Departamento de Mártires, 3651, U, 11, AR, -43.83333000, -67.16667000, 2019-10-05 23:58:16, 2020-05-01 18:52:33, 1, Q770031
Departamento de Nueve de Julio, 3640, H, 11, AR, -26.95331000, -61.27627000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q770031
Departamento de Nueve de Julio, 3641, S, 11, AR, -28.83333000, -61.33333000, 2019-10-05 23:58:16, 2019-10-05 23:58:16, 1, Q770031
Departamento de Nueve de Julio, 3634, J, 11, AR, -31.65072000, -68.38925000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q770031
Departamento de Oberá, 3644, N, 11, AR, -27.55000000, -55.08333000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q770031
Departamento de O’Higgins, 3640, H, 11, AR, -27.25000000, -60.66667000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q770031
Departamento de Paraná, 3654, E, 11, AR, -31.66667000, -60.00000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q770031
Departamento de Paso de Indios, 3651, U, 11, AR, -44.00000000, -68.83333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q770031
Departamento de Paso de los Libres, 3638, W, 11, AR, -29.66667000, -57.25000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1953119
Departamento de Pilcomayo, 3652, P, 11, AR, -25.50000000, -58.08333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1190958
Departamento de Pomán, 3647, K, 11, AR, -28.25000000, -66.41667000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1190958
Departamento de Presidencia de la Plaza, 3640, H, 11, AR, -27.00000000, -59.75000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1190958
Departamento de Presidente Roque Sáenz Peña, 3642, X, 11, AR, -34.25000000, -63.50000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063416
Departamento de Quitilipi, 3640, H, 11, AR, -26.66667000, -60.16667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063416
Departamento de Rawson, 3651, U, 11, AR, -43.12342000, -65.10179000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1088518
Departamento de Rawson, 3634, J, 11, AR, -31.70000000, -68.46667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1088518
Departamento de Rinconada, 3645, Y, 11, AR, -22.50000000, -66.50000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063533
Departamento de Rivadavia, 3634, J, 11, AR, -31.56450000, -68.65219000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q613945
Departamento de Rivadavia, 3646, M, 11, AR, -33.18000000, -68.46600000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q613945
Departamento de Rivadavia, 3643, A, 11, AR, -23.66667000, -62.91667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1017544
Departamento de Robles, 3635, G, 11, AR, -27.83333000, -63.91667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1017544
Departamento de Rosario de Lerma, 3643, A, 11, AR, -24.58333000, -65.83333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1017556
Departamento de Rosario de la Frontera, 3643, A, 11, AR, -25.91667000, -64.83333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q106122
Departamento de Río Chico, 3649, Z, 11, AR, -48.25000000, -71.00000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q106122
Departamento de Río Chico, 3637, T, 11, AR, -27.43368000, -65.76671000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1191028
Departamento de Río Cuarto, 3642, X, 11, AR, -33.33333000, -64.50000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063409
Departamento de Río Hondo, 3635, G, 11, AR, -27.58333000, -64.75000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063409
Departamento de Río Primero, 3642, X, 11, AR, -31.08333000, -63.50000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063403
Departamento de Río Seco, 3642, X, 11, AR, -30.08333000, -63.00000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q531018
Departamento de Río Segundo, 3642, X, 11, AR, -31.75000000, -63.50000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063078
Departamento de Río Senguerr, 3651, U, 11, AR, -45.33333000, -70.83333000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063078
Departamento de Saladas, 3638, W, 11, AR, -28.25000000, -58.75000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1088710
Departamento de San Alberto, 3642, X, 11, AR, -31.75000000, -65.25000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q633783
Departamento de San Carlos, 3643, A, 11, AR, -25.75000000, -66.08333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191069
Departamento de San Carlos, 3646, M, 11, AR, -34.00000000, -69.00000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191066
Departamento de San Cosme, 3638, W, 11, AR, -27.33333000, -58.50000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q374940
Departamento de San Cristóbal, 3641, S, 11, AR, -30.33333000, -61.33333000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q645679
Departamento de San Fernando, 3640, H, 11, AR, -27.66667000, -59.16667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063341
Departamento de San Ignacio, 3644, N, 11, AR, -27.25000000, -55.33333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191078
Departamento de San Javier, 3641, S, 11, AR, -30.33333000, -59.91667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q651117
Departamento de San Javier, 3644, N, 11, AR, -27.77806000, -55.13004000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q730306
Departamento de San Javier, 3642, X, 11, AR, -32.08333000, -65.16667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q777079
Departamento de San Justo, 3642, X, 11, AR, -31.33333000, -62.66667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q950820
Departamento de San Justo, 3641, S, 11, AR, -30.66667000, -60.50000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191097
Departamento de San Lorenzo, 3641, S, 11, AR, -33.00000000, -61.00000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191103
Departamento de San Lorenzo, 3640, H, 11, AR, -27.33333000, -60.41667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191103
Departamento de San Luis del Palmar, 3638, W, 11, AR, -27.50000000, -58.25000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1191103
Departamento de San Martín, 3638, W, 11, AR, -28.83333000, -56.91667000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1063365
Departamento de San Martín, 3635, G, 11, AR, -28.16667000, -63.83333000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1191115
Departamento de San Martín, 3634, J, 11, AR, -31.50000000, -68.25000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1191115
Departamento de San Martín, 3646, M, 11, AR, -32.83730000, -68.24922000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q376089
Departamento de San Martín, 3641, S, 11, AR, -32.00000000, -61.83333000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q284326
Departamento de San Miguel, 3638, W, 11, AR, -27.91667000, -57.50000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063338
Departamento de San Pedro, 3644, N, 11, AR, -26.66667000, -54.00000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q782340
Departamento de San Rafael, 3646, M, 11, AR, -35.00000000, -68.83333000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q2004531
Departamento de San Roque, 3638, W, 11, AR, -28.66667000, -58.75000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q374562
Departamento de Santa Lucía, 3634, J, 11, AR, -31.53333000, -68.46667000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1191155
Departamento de Santa María, 3647, K, 11, AR, -26.66667000, -66.41667000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q1080656
Departamento de Santa Rosa, 3647, K, 11, AR, -28.08333000, -65.25000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q638965
Departamento de Santa Rosa, 3646, M, 11, AR, -33.50000000, -68.00000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q600622
Departamento de Santo Tomé, 3638, W, 11, AR, -28.25000000, -56.25000000, 2019-10-05 23:58:17, 2020-05-01 18:52:33, 1, Q967023
Departamento de Sargento Cabral, 3640, H, 11, AR, -26.83333000, -59.50000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063313
Departamento de Sarmiento, 3635, G, 11, AR, -28.08333000, -63.41667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063313
Departamento de Sarmiento, 3651, U, 11, AR, -45.33333000, -69.00000000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q1063313
Departamento de Sarmiento, 3634, J, 11, AR, -32.00000000, -68.66667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q548342
Departamento de Sauce, 3638, W, 11, AR, -30.00000000, -58.66667000, 2019-10-05 23:58:17, 2019-10-05 23:58:17, 1, Q630600
